apartment bathroom,-0.11525735762807965,0.58,0.4647426423719203
apartment beach,-0.16310751689267036,0.32,0.15689248310732964
apartment bedroom,0.015389067377887145,0.64,0.6553890673778872
bathroom bedroom,-0.10083925840623742,0.76,0.6591607415937626
bakery cafe,-0.07131560847421681,0.66,0.5886843915257832
bar cafe,-0.13308040541637733,0.64,0.5069195945836227
bedroom canyon,0.10072332815744364,0.1,0.20072332815744365
cathedral church,-0.14482308291668244,0.94,0.7951769170833175
chapel church,-0.13382649683124948,0.9,0.7661735031687505
bedroom cottage,-0.21665564778868707,0.74,0.5233443522113129
building demolition,-0.20972726157469496,0.66,0.4502727384253051
bar diner,-0.2563210043663079,0.64,0.3836789956336921
bedroom diner,-0.01044780007454199,0.3,0.289552199925458
cafe diner,-0.22144300503033687,0.8,0.5785569949696632
bedroom downtown,0.0626505779238003,0.16,0.2226505779238003
building downtown,-0.40104696201708684,0.76,0.35895303798291317
city downtown,0.027406520158703707,0.58,0.6074065201587037
construction demolition,-0.09039709905332949,0.66,0.5696029009466705
downtown field,-0.09238553825282667,0.26,0.16761446174717334
construction downtown,-0.3488223202202618,0.52,0.17117767977973825
apartment floor,-0.20076630969216808,0.66,0.45923369030783195
bathroom floor,-0.1918701523652035,0.62,0.4281298476347965
bedroom floor,-0.08053761525845171,0.56,0.47946238474154834
building floor,-0.14834027375784742,0.66,0.5116597262421526
construction interior,-0.17888963344394349,0.66,0.48111036655605655
bathroom garden,0.10076742351711754,0.28,0.38076742351711756
cottage garden,-0.06481739062072944,0.54,0.4751826093792706
garage garden,-0.020395094757931165,0.36,0.3396049052420688
cemetery graveyard,-0.21215130119528658,0.94,0.7278486988047134
chapel graveyard,-0.1668287752312731,0.62,0.4531712247687269
church graveyard,-0.12340309363363411,0.54,0.4165969063663659
beach harbour,-0.2668797118902193,0.82,0.5531202881097806
harbor harbour,0.07383168249771943,0.8,0.8738316824977195
downtown highway,-0.4315387522457957,0.68,0.24846124775420436
graveyard house,-0.05887764575290233,0.34,0.2811223542470977
hotel house,-0.06503918259578068,0.64,0.5749608174042193
building interior,-0.10804617340175882,0.68,0.5719538265982412
cathedral interior,-0.03603008209247627,0.44,0.40396991790752373
church interior,0.005354294979669605,0.44,0.4453542949796696
construction skyscraper,-0.21574599384447124,0.64,0.4242540061555288
apartment kitchen,-0.16117869034120363,0.6,0.43882130965879634
bathroom kitchen,-0.2600194297973507,0.86,0.5999805702026493
bedroom kitchen,-0.013169556326307674,0.6,0.5868304436736923
diner kitchen,-0.2762916355650845,0.84,0.5637083644349155
garage kitchen,-0.16795852373723752,0.6,0.43204147626276246
cake library,0.040431178241047444,0.1,0.14043117824104745
country library,-0.18055526960257387,0.34,0.15944473039742615
hotel library,-0.010403180815702628,0.36,0.34959681918429736
demolition interior,-0.07019252682820476,0.36,0.2898074731717952
city metro,-0.42830527547122227,0.8,0.3716947245287778
downtown metro,-0.3291067822410929,0.76,0.4308932177589071
city mill,-0.12394760032960939,0.38,0.2560523996703906
demolition skyline,0.04082217571136104,0.32,0.36082217571136105
interior outdoor,-0.32737211568042646,0.58,0.2526278843195735
demolition skyscraper,0.005644453595987697,0.44,0.4456444535959877
bakery panorama,-0.04071213246674647,0.14,0.09928786753325354
boardwalk park,-0.09626344695832867,0.58,0.4837365530416713
park parking,-0.33403706466082106,0.82,0.4859629353391789
hill path,-0.29490099131886627,0.58,0.2850990086811337
apartment patio,-0.20443732869939113,0.54,0.3355626713006089
bathroom patio,-0.00030594842701137104,0.4,0.39969405157298865
bedroom patio,-0.052788781456940714,0.4,0.3472112185430593
castle patio,-0.054689119552908394,0.32,0.2653108804470916
cottage patio,-0.2295330431998291,0.54,0.31046695680017095
diner patio,-0.11248741645337568,0.48,0.3675125835466243
interior patio,-0.11727665140237375,0.44,0.32272334859762625
kitchen patio,-0.11771226684775399,0.54,0.42228773315224605
lawn patio,0.013599186283774656,0.62,0.6335991862837747
bathroom porch,-0.033732173038423685,0.38,0.3462678269615763
bedroom porch,0.002209616847183349,0.36,0.36220961684718334
chapel porch,0.17045219732831784,0.38,0.5504521973283178
church porch,0.0015725731022043221,0.44,0.4415725731022043
graveyard porch,0.2387900836617014,0.14,0.3787900836617014
interior porch,0.09123726145571903,0.4,0.49123726145571905
